time,kw
1632,40077.0
1633,39682.0
1634,39386.0
1635,39316.0
1636,39551.0
1637,40153.0
1638,40671.0
1639,41088.0
1640,41007.0
1641,40600.0
1642,39267.0
1643,39068.0
1644,39925.0
1645,39409.0
1646,39086.0
1647,38052.0
1648,38204.0
1649,38502.0
1650,38461.0
1651,38102.0
1652,38440.0
1653,39350.0
1654,40935.0
1655,40071.0
1656,39312.0
1657,39183.0
1658,39176.0
1659,39138.0
1660,39332.0
1661,41038.0
1662,37956.0
1663,37760.0
1664,37423.0
1665,35930.0
1666,34293.0
1667,33668.0
1668,32062.0
1669,32977.0
1670,33194.0
1671,33042.0
1672,33845.0
1673,33720.0
1674,34141.0
1675,35735.0
1676,36167.0
1677,36361.0
1678,36517.0
1679,36845.0
1680,37150.0
1681,36848.0
1682,36589.0
1683,36742.0
1684,36740.0
1685,37365.0
1686,38498.0
1687,38577.0
1688,38150.0
1689,36392.0
1690,36088.0
1691,35180.0
1692,34499.0
1693,34116.0
1694,33248.0
1695,32995.0
1696,32727.0
1697,33343.0
1698,34738.0
1699,34796.0
1700,35703.0
1701,35240.0
1702,35298.0
1703,35397.0
1704,35217.0
1705,34665.0
1706,34458.0
1707,35062.0
1708,35609.0
1709,35843.0
1710,37082.0
1711,37283.0
1712,37166.0
1713,36832.0
1714,36922.0
1715,36332.0
1716,36361.0
1717,35767.0
1718,35547.0
1719,35212.0
1720,35297.0
1721,34915.0
1722,34817.0
1723,35227.0
1724,34843.0
1725,35250.0
1726,35184.0
1727,35129.0
1728,34867.0
1729,34293.0
1730,34282.0
1731,34683.0
1732,35093.0
1733,35388.0
1734,35768.0
1735,36038.0
1736,35962.0
1737,35887.0
1738,35750.0
1739,35599.0
1740,34140.0
1741,34004.0
1742,34167.0
1743,34061.0
1744,34150.0
1745,33916.0
1746,34261.0
1747,34606.0
1748,34502.0
1749,35172.0
1750,35142.0
1751,35077.0
1752,35682.0
1753,36230.0
1754,35559.0
1755,35921.0
1756,36587.0
1757,37439.0
1758,37326.0
1759,37237.0
1760,35996.0
1761,35659.0
1762,33720.0
1763,33882.0
1764,32939.0
1765,32626.0
1766,31693.0
1767,31762.0
1768,31406.0
1769,31816.0
1770,32635.0
1771,33290.0
1772,32764.0
1773,33461.0
1774,33400.0
1775,33668.0
1776,34025.0
1777,34126.0
1778,34438.0
1779,34145.0
1780,34419.0
1781,34392.0
1782,35351.0
1783,36209.0
1784,34693.0
1785,31830.0
1786,32249.0
1787,31176.0
1788,18614.0
1789,18338.0
1790,18976.0
1791,18570.0
1792,18504.0
1793,18278.0
1794,18796.0
1795,19196.0
1796,19436.0
1797,19491.0
1798,19596.0
1799,19628.0
1800,19745.0
1801,19817.0
1802,22484.0
1803,22192.0
1804,21985.0
1805,22679.0
1806,24051.0
1807,24467.0
1808,24854.0
1809,24695.0
1810,24026.0
1811,23906.0
1812,22770.0
1813,22556.0
1814,22261.0
1815,21891.0
1816,22286.0
1817,22147.0
1818,22332.0
1819,23477.0
1820,23511.0
1821,23336.0
1822,23516.0
1823,23303.0
1824,23507.0
1825,22345.0
1826,20654.0
1827,20223.0
1828,20600.0
1829,21032.0
1830,22997.0
1831,24051.0
1832,23350.0
1833,22080.0
1834,20524.0
1835,19347.0
1836,18675.0
1837,19878.0
1838,19977.0
1839,20195.0
1840,20315.0
1841,21402.0
1842,20385.0
1843,23196.0
1844,22907.0
1845,23105.0
1846,23415.0
1847,23432.0
1848,11185.0
1849,20855.0
1850,20625.0
1851,21447.0
1852,21031.0
1853,22480.0
1854,22408.0
1855,22322.0
1856,22332.0
1857,8842.0
1858,18467.0
1859,18765.0
1860,18741.0
1861,19523.0
1862,19572.0
1863,20142.0
1864,20359.0
1865,20534.0
1866,20749.0
1867,22749.0
1868,24309.0
1869,28769.0
1870,35470.0
